Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
TSRTC - 1236,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20:00,18:20:00,07h 00m,442.0,3.1,0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam
TSRTC - 9637,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40:00,18:40:00,07h 00m,442.0,4.7,0,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,Hyderabad to Srisailam
Orange Tours And Travels,A/C Sleeper (2+1),18:00:00,21:10:00,03h 10m,530.0,3.6,0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15:00,21:40:00,03h 25m,590.0,3.4,0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
IRA Travels,A/C Sleeper (2+1),18:30:00,21:45:00,03h 15m,1899.0,3.9,0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),18:00:00,21:55:00,03h 55m,1090.0,2.6,0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),15:15:00,20:00:00,04h 45m,695.0,3.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),17:30:00,21:45:00,04h 15m,849.0,3.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00:00,21:45:00,03h 45m,500.0,3.6,0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00:00,22:00:00,04h 00m,500.0,3.4,0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00:00,23:15:00,04h 15m,800.0,3.3,0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
DNR Express,AC Sleeper (2+1),21:30:00,02:00:00,04h 30m,2774.0,2.4,28,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00:00,23:15:00,05h 15m,550.0,3.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,A/C Sleeper (2+1),22:30:00,04:45:00,06h 15m,650.0,3.6,27,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15:00,05:30:00,07h 15m,550.0,3.7,22,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00:00,23:15:00,05h 15m,500.0,3.3,0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,,22:00:00,04:30:00,06h 30m,450.0,3.4,0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
DNR Express,AC Sleeper (2+1),21:30:00,23:59:00,02h 29m,924.0,2.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Bhumi travels,AC Seater (2+2),22:00:00,03:00:00,05h 00m,2000.0,2.8,36,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
BSR Tours And Travels,A/C Sleeper (2+1),23:30:00,06:00:00,06h 30m,800.0,4.6,13,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:15:00,06:00:00,06h 45m,580.0,4.6,31,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
SAIRAJ TRAVELS,NON A/C Seater (2+2),23:00:00,06:15:00,07h 15m,500.0,4.4,8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),23:00:00,05:30:00,06h 30m,610.0,4.3,29,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:35:00,05:10:00,06h 35m,666.0,4.6,19,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),21:45:00,05:05:00,07h 20m,598.0,4.6,24,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15:00,06:00:00,07h 45m,791.0,4.6,23,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
AdIntrCity SmartBus,,22:45:00,05:45:00,07h 00m,624.0,4.4,0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00:00,21:40:00,04h 40m,700.0,2.6,0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),16:30:00,21:55:00,05h 25m,1190.0,2.6,0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
NueGo,Electric A/C Seater (2+2),10:45:00,14:35:00,03h 50m,189.0,4.7,0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),11:45:00,15:35:00,03h 50m,332.0,4.1,0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),12:45:00,16:35:00,03h 50m,332.0,3.7,0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),13:30:00,17:35:00,04h 05m,379.0,4.3,0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),22:00:00,05:30:00,07h 30m,800.0,4.5,14,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00:00,05:30:00,07h 30m,580.0,4.3,24,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35:00,06:30:00,07h 55m,500.0,4.2,31,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20:00,05:50:00,08h 30m,500.0,4.1,30,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00:00,04:30:00,06h 30m,800.0,4.7,13,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00:00,04:30:00,06h 30m,580.0,4.4,24,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15:00,05:00:00,06h 45m,500.0,4.0,29,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20:00,04:50:00,07h 30m,800.0,4.8,20,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30:00,23:55:00,06h 25m,700.0,3.0,0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
SRI SVR travels,A/C Sleeper (2+1),16:45:00,23:30:00,06h 45m,2185.0,3.5,0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30:00,22:00:00,04h 30m,1100.0,3.0,0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:55:00,23:59:00,06h 04m,2000.0,3.0,0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30:00,23:35:00,06h 05m,4000.0,0.0,0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),12:15:00,17:30:00,05h 15m,1000.0,3.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),16:15:00,19:30:00,03h 15m,1100.0,4.7,0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
JBT TRAVELS,A/C Sleeper (2+1),16:30:00,22:45:00,06h 15m,1199.0,3.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),17:00:00,22:30:00,05h 30m,1199.0,3.2,0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
Mozo travels,A/C Seater / Sleeper (2+1),22:40:00,05:05:00,06h 25m,580.0,4.8,22,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
BSR Tours And Travels,NON A/C Seater (2+2),22:00:00,05:00:00,07h 00m,400.0,4.1,34,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30:00,05:00:00,06h 30m,400.0,3.9,27,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
Orange Tours And Travels,A/C Sleeper (2+1),22:00:00,01:45:00,03h 45m,700.0,3.6,28,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
Vamshi Tours Travels and Holidays,NON A/C Semi Sleeper (2+2),18:30:00,03:15:00,08h 45m,3996.0,4.1,37,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
Saini Travels Pvt. Ltd.,AC Sleeper (2+1),21:30:00,01:40:00,04h 10m,1000.0,3.8,30,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
Vijayant Travels,A/C Sleeper (2+1),21:45:00,01:15:00,03h 30m,1140.0,3.9,24,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TSRTC - 7163,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00:00,16:30:00,05h 30m,392.0,4.3,0,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7260,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30:00,18:00:00,05h 30m,392.0,2.7,0,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00:00,18:30:00,05h 30m,476.0,3.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7204,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00:00,19:30:00,05h 30m,392.0,3.7,0,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TSRTC - 7267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30:00,20:00:00,05h 30m,392.0,3.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15:00,06:15:00,09h 00m,550.0,4.4,27,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50:00,05:45:00,07h 55m,700.0,4.4,31,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Sri Balaji Transports,A/C Sleeper (2+1),21:50:00,06:00:00,08h 10m,1090.0,4.4,10,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
AdOrange Tours And Travels,,23:00:00,04:15:00,05h 15m,1280.0,3.9,5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TSRTC - 8270,RAJDHANI (A.C. Semi Sleeper),10:00:00,13:45:00,03h 45m,297.0,3.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30:00,13:45:00,03h 15m,245.0,4.1,0,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40:00,16:55:00,03h 15m,245.0,4.5,0,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 8274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00:00,17:00:00,03h 00m,245.0,3.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
TSRTC - 7433,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15:00,19:15:00,03h 00m,245.0,1.8,0,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,Hyderabad to Warangal
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40:00,06:15:00,08h 35m,691.0,4.4,21,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30:00,05:45:00,08h 15m,1160.0,4.2,21,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30:00,06:00:00,08h 30m,500.0,4.1,24,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:30:00,07:15:00,07h 45m,785.0,4.7,26,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
Zingbus Plus,A/C Seater / Sleeper (2+1),23:38:00,06:50:00,07h 12m,421.0,4.6,24,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30:00,06:45:00,07h 15m,400.0,4.5,23,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
KNR TRAVELS,Non A/C Seater / Sleeper (2+1),21:40:00,05:55:00,08h 15m,500.0,4.7,21,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Sai Karthik Travels,Non A/C Seater / Sleeper (2+1),23:30:00,07:10:00,07h 40m,600.0,4.7,29,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
Jagan Travels,Non A/C Seater / Sleeper (2+1),21:45:00,05:38:00,07h 53m,600.0,4.6,20,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad,Kadapa to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),21:30:00,07:20:00,09h 50m,1147.0,4.7,17,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Ramana Tours And Travels,A/C Sleeper (2+1),19:45:00,08:05:00,12h 20m,850.0,4.6,19,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Zingbus Plus,A/C Sleeper (2+1),20:50:00,07:55:00,11h 05m,847.0,4.5,26,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
NueGo,Electric A/C Seater (2+2),10:00:00,15:30:00,05h 30m,356.0,3.7,0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),10:30:00,15:35:00,05h 05m,380.0,3.8,0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),11:00:00,16:30:00,05h 30m,356.0,3.8,0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi
NueGo,Electric A/C Seater (2+2),10:00:00,15:05:00,05h 05m,409.0,3.6,0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),11:00:00,16:25:00,05h 25m,380.0,3.5,0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),12:00:00,17:05:00,05h 05m,409.0,3.5,0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Zimindara Travels,AC Sleeper (2+1),20:30:00,22:30:00,02h 00m,699.0,4.1,0,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),20:40:00,23:30:00,02h 50m,850.0,3.7,0,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
City Land Travels,A/C Seater/Sleeper (2+1),22:20:00,00:20:00,02h 00m,583.0,3.6,27,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00:00,23:30:00,02h 30m,554.0,3.5,0,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,Yamuna Nagar to Chandigarh
FlixBus,A/C Seater (2+2),11:30:00,16:00:00,04h 30m,134.0,4.0,0,https://www.redbus.in/bus-tickets/chandigarh-to-shimla,Chandigarh to Shimla
Chandigarh Transport Undertaking (CTU) - 165938,HVAC Seater (2+3),20:00:00,05:45:00,09h 45m,624.77,4.0,45,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
GK Travels,A/C Seater/Sleeper (2+1),16:00:00,00:00:00,32h 00m,899.0,1.5,35,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),16:30:00,23:00:00,06h 30m,1399.0,2.1,0,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:40:00,01:50:00,08h 10m,739.0,3.5,29,https://www.redbus.in/bus-tickets/chandigarh-to-vrindavan,Chandigarh to Vrindavan
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),23:30:00,02:00:00,02h 30m,1299.0,3.7,29,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30:00,23:50:00,02h 20m,555.0,3.5,0,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30:00,02:00:00,02h 30m,569.0,3.5,35,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),22:00:00,00:35:00,02h 35m,269.0,3.4,22,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,Chandigarh to Yamuna Nagar
HRTC - 6748,Ordinary 3+2 Non AC Seater,14:05:00,20:30:00,06h 25m,333.0,3.9,0,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
HRTC - 1548,Ordinary 3+2 Non AC Seater,14:20:00,20:45:00,06h 25m,362.0,3.9,0,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
HRTC - 1528,Ordinary 3+2 Non AC Seater,18:40:00,00:30:00,05h 50m,356.0,3.9,20,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
HRTC - 1537,Ordinary 3+2 Non AC Seater,21:00:00,03:30:00,06h 30m,354.0,3.9,27,https://www.redbus.in/bus-tickets/chandigarh-to-sujanpur,Chandigarh to Sujanpur (himachal pradesh)
Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),11:00:00,12:50:00,01h 50m,280.0,3.5,0,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Mercedes Benz A/C (2+2),13:10:00,15:15:00,02h 05m,280.0,4.8,0,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),14:00:00,16:00:00,02h 00m,280.0,4.2,0,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),14:25:00,16:10:00,01h 45m,280.0,3.3,0,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Jujhar Travels,Volvo A/C Semi Sleeper (2+2),15:25:00,17:25:00,02h 00m,280.0,3.9,0,https://www.redbus.in/bus-tickets/ludhiana-to-chandigarh,Ludhiana to Chandigarh
Chandigarh Transport Undertaking (CTU) - 165844,HVAC Seater (2+3),16:18:00,20:48:00,04h 30m,364.77,4.4,0,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20:00,01:15:00,04h 55m,569.0,4.4,36,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40:00,02:05:00,04h 25m,670.0,4.7,12,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Everest Holidays,Volvo A/C Semi Sleeper (2+2),21:55:00,02:40:00,04h 45m,710.0,3.4,29,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
