Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Fare,Rating,Seat_Availability,Bus_Link,Bus_Route
NBSTC-KOL-BLG-R1-19:30,NON A/C Seater Push Back (2+2),19:45:00,07:15:00,11h 30m,367.0,3.8,35,https://www.redbus.in/bus-tickets/kolkata-to-balurghat,Kolkata to Balurghat
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45:00,06:15:00,10h 30m,699.0,4.7,43,https://www.redbus.in/bus-tickets/kolkata-to-balurghat,Kolkata to Balurghat
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00:00,06:15:00,10h 15m,700.0,4.0,49,https://www.redbus.in/bus-tickets/kolkata-to-balurghat,Kolkata to Balurghat
Rubi Paribahan,Volvo 9600 A/C Seater/Sleeper (2+1),20:30:00,05:00:00,08h 30m,699.0,3.6,45,https://www.redbus.in/bus-tickets/kolkata-to-balurghat,Kolkata to Balurghat
Sonar Tori,,19:45:00,06:30:00,10h 45m,463.0,3.3,39,https://www.redbus.in/bus-tickets/kolkata-to-balurghat,Kolkata to Balurghat
NBSTC-BHP-COB-R1-18:30,Non AC Seater 2+2,18:30:00,02:30:00,08h 00m,326.0,3.9,29,https://www.redbus.in/bus-tickets/berhampore-to-siliguri,Berhampore (West Bengal) to Siliguri
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),23:45:00,06:30:00,06h 45m,749.0,4.3,50,https://www.redbus.in/bus-tickets/berhampore-to-siliguri,Berhampore (West Bengal) to Siliguri
Aradhana Travels,A/C Seater / Sleeper (2+1),20:50:00,06:00:00,09h 10m,618.0,3.9,29,https://www.redbus.in/bus-tickets/berhampore-to-siliguri,Berhampore (West Bengal) to Siliguri
Aradhana Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:00:00,06:00:00,08h 00m,713.0,3.6,47,https://www.redbus.in/bus-tickets/berhampore-to-siliguri,Berhampore (West Bengal) to Siliguri
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),23:15:00,07:00:00,07h 45m,713.0,2.6,39,https://www.redbus.in/bus-tickets/berhampore-to-siliguri,Berhampore (West Bengal) to Siliguri
NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30:00,01:10:00,06h 40m,326.0,4.2,20,https://www.redbus.in/bus-tickets/siliguri-to-berhampore,Siliguri to Berhampore (West Bengal)
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45:00,02:00:00,07h 15m,749.0,4.6,40,https://www.redbus.in/bus-tickets/siliguri-to-berhampore,Siliguri to Berhampore (West Bengal)
Aradhana Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:30:00,05:30:00,08h 00m,713.0,3.7,40,https://www.redbus.in/bus-tickets/siliguri-to-berhampore,Siliguri to Berhampore (West Bengal)
Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:30:00,03:25:00,06h 55m,799.0,4.5,46,https://www.redbus.in/bus-tickets/siliguri-to-berhampore,Siliguri to Berhampore (West Bengal)
Aradhana Travels,,19:05:00,02:50:00,07h 45m,713.0,3.3,0,https://www.redbus.in/bus-tickets/siliguri-to-berhampore,Siliguri to Berhampore (West Bengal)
NBSTC-KOL-BLG-R1-19:30,NON A/C Seater Push Back (2+2),19:45:00,06:15:00,10h 30m,335.0,3.8,35,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur,Kolkata to Gangarampur
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45:00,05:45:00,10h 00m,699.0,4.7,43,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur,Kolkata to Gangarampur
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00:00,05:45:00,09h 45m,700.0,3.9,51,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur,Kolkata to Gangarampur
Rubi Paribahan,Volvo 9600 A/C Seater/Sleeper (2+1),20:30:00,04:15:00,07h 45m,699.0,4.0,45,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur,Kolkata to Gangarampur
New Dolphin Travels,A/C Seater / Sleeper (2+2),19:00:00,05:20:00,10h 20m,551.0,3.8,61,https://www.redbus.in/bus-tickets/kolkata-to-gangarampur,Kolkata to Gangarampur
NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,13:30:00,21:00:00,07h 30m,338.0,4.4,0,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-malda,Cooch Behar (West Bengal) to Malda
NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:00:00,03:19:00,08h 19m,338.0,4.4,28,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-malda,Cooch Behar (West Bengal) to Malda
NBSTC-BHP-COB-R1-18:30,Non AC Seater 2+2,20:50:00,07:00:00,10h 10m,338.0,3.1,29,https://www.redbus.in/bus-tickets/malda-to-cooch-behar-west-bengal,Malda to Cooch Behar (West Bengal)
NBSTC-BLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30:00,06:00:00,11h 30m,367.0,4.3,18,https://www.redbus.in/bus-tickets/balurghat-to-kolkata,Balurghat to Kolkata
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),18:50:00,05:00:00,10h 10m,699.0,4.6,24,https://www.redbus.in/bus-tickets/balurghat-to-kolkata,Balurghat to Kolkata
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),19:15:00,05:00:00,09h 45m,700.0,4.2,35,https://www.redbus.in/bus-tickets/balurghat-to-kolkata,Balurghat to Kolkata
Rubi Paribahan,Volvo 9600 A/C Seater/Sleeper (2+1),18:55:00,04:30:00,09h 35m,699.0,4.4,47,https://www.redbus.in/bus-tickets/balurghat-to-kolkata,Balurghat to Kolkata
New Dolphin Travels,,19:45:00,06:30:00,10h 45m,350.0,3.6,45,https://www.redbus.in/bus-tickets/balurghat-to-kolkata,Balurghat to Kolkata
NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),15:00:00,04:50:00,13h 50m,485.0,2.6,48,https://www.redbus.in/bus-tickets/kolkata-to-jalpaiguri,Kolkata to Jalpaiguri
NBSTC-KOL-COB-R1-17:00,Non AC Seater 2+2,17:00:00,05:45:00,12h 45m,525.0,2.5,26,https://www.redbus.in/bus-tickets/kolkata-to-jalpaiguri,Kolkata to Jalpaiguri
Rubi Paribahan,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00:00,07:00:00,12h 00m,1499.0,4.1,28,https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal,Kolkata to Islampur (West Bengal)
Express Line,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30:00,06:40:00,12h 10m,1199.0,4.0,28,https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal,Kolkata to Islampur (West Bengal)
Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45:00,06:45:00,12h 00m,1500.0,4.7,23,https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal,Kolkata to Islampur (West Bengal)
Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00:00,06:10:00,12h 10m,1500.0,3.9,32,https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal,Kolkata to Islampur (West Bengal)
nan,,,,,0.0,0.0,0,https://www.redbus.in/bus-tickets/kolkata-to-islampur-west-bengal,Kolkata to Islampur (West Bengal)
NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,14:10:00,01:15:00,11h 05m,411.0,4.4,22,https://www.redbus.in/bus-tickets/falakata-to-berhampore,Falakata (west bengal) to Berhampore (West Bengal)
NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:50:00,07:30:00,11h 40m,411.0,4.4,28,https://www.redbus.in/bus-tickets/falakata-to-berhampore,Falakata (west bengal) to Berhampore (West Bengal)
NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),15:00:00,05:30:00,14h 30m,530.0,4.6,48,https://www.redbus.in/bus-tickets/kolkata-to-falakata,Kolkata to Falakata (west bengal)
NBSTC-KOL-COB-R1-17:00,Non AC Seater 2+2,17:00:00,07:00:00,14h 00m,571.0,3.4,26,https://www.redbus.in/bus-tickets/kolkata-to-falakata,Kolkata to Falakata (west bengal)
NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:00:00,01:45:00,06h 45m,277.0,4.0,28,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-raiganj,Cooch Behar (West Bengal) to Raiganj
Mahaprabhu Travels,A/C Seater (2+3),13:58:00,17:00:00,03h 02m,250.0,2.5,0,https://www.redbus.in/bus-tickets/siliguri-to-cooch-behar-west-bengal,Siliguri to Cooch Behar (West Bengal)
NBSTC-RAI-KOL-R1-19:30,NON A/C Seater Push Back (2+2),20:30:00,04:00:00,07h 30m,250.0,4.1,35,https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar,Raiganj to Krishnanagar (West Bengal)
Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),19:45:00,03:20:00,07h 35m,500.0,2.5,12,https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar,Raiganj to Krishnanagar (West Bengal)
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),19:15:00,03:00:00,07h 45m,665.0,2.4,33,https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar,Raiganj to Krishnanagar (West Bengal)
RAYAN,NON A/C Seater / Sleeper (2+2),22:00:00,09:00:00,11h 00m,500.0,1.1,59,https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar,Raiganj to Krishnanagar (West Bengal)
RAYAN,A/C Seater / Sleeper (2+1),21:15:00,04:30:00,07h 15m,650.0,1.1,55,https://www.redbus.in/bus-tickets/raiganj-to-krishnanagar,Raiganj to Krishnanagar (West Bengal)
Mohanta Travels,A/C Seater / Sleeper (2+2),23:30:00,05:00:00,05h 30m,361.0,4.2,20,https://www.redbus.in/bus-tickets/raiganj-to-siliguri,Raiganj to Siliguri
Shree Krishna Travels,NON A/C Seater / Sleeper (2+2),23:40:00,05:00:00,05h 20m,250.0,3.0,41,https://www.redbus.in/bus-tickets/raiganj-to-siliguri,Raiganj to Siliguri
New Dolphin Travels,A/C Seater / Sleeper (2+2),23:55:00,05:00:00,05h 05m,361.0,3.9,52,https://www.redbus.in/bus-tickets/raiganj-to-siliguri,Raiganj to Siliguri
New Dolphin Travels,NON A/C Seater / Sleeper (2+2),23:55:00,05:00:00,05h 05m,247.0,3.5,60,https://www.redbus.in/bus-tickets/raiganj-to-siliguri,Raiganj to Siliguri
Gopal Travels,A/C Seater / Sleeper (2+2),23:30:00,04:00:00,04h 30m,300.0,2.7,65,https://www.redbus.in/bus-tickets/raiganj-to-siliguri,Raiganj to Siliguri
NBSTC-KOL-BLG-R1-19:30,NON A/C Seater Push Back (2+2),19:45:00,05:45:00,10h 00m,323.0,4.3,35,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,Kolkata to Buniadpur
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45:00,05:15:00,09h 30m,699.0,4.8,45,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,Kolkata to Buniadpur
Rubi Paribahan,Volvo 9600 A/C Seater/Sleeper (2+1),20:30:00,03:50:00,07h 20m,699.0,4.6,45,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,Kolkata to Buniadpur
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00:00,05:15:00,09h 15m,700.0,3.9,51,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,Kolkata to Buniadpur
New Dolphin Travels,A/C Seater / Sleeper (2+2),19:00:00,05:00:00,10h 00m,551.0,3.9,61,https://www.redbus.in/bus-tickets/kolkata-to-buniadpur,Kolkata to Buniadpur
NBSTC-BLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),19:20:00,06:00:00,10h 40m,334.0,4.1,19,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,Gangarampur to Kolkata
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45:00,05:00:00,09h 15m,699.0,4.3,24,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,Gangarampur to Kolkata
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00:00,05:00:00,09h 00m,700.0,4.0,38,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,Gangarampur to Kolkata
Jio Dolphin Travels,NON A/C Seater / Sleeper (2+2),19:40:00,06:00:00,10h 20m,315.0,3.9,24,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,Gangarampur to Kolkata
Padmanabha Paribahan,A/C Seater / Sleeper (2+2),20:15:00,07:00:00,10h 45m,490.0,4.5,48,https://www.redbus.in/bus-tickets/gangarampur-to-kolkata,Gangarampur to Kolkata
NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30:00,04:50:00,10h 20m,423.0,4.3,31,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,Siliguri to Ranaghat
Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:30:00,05:35:00,09h 05m,1100.0,4.8,43,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,Siliguri to Ranaghat
Lokenath Bus Service,Volvo Multi-Axle A/C Seater/Sleeper (2+1),18:45:00,04:30:00,09h 45m,1150.0,4.8,52,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,Siliguri to Ranaghat
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),14:30:00,03:10:00,12h 40m,665.0,2.4,33,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,Siliguri to Ranaghat
RAYAN,,16:50:00,05:00:00,12h 10m,0.0,1.1,0,https://www.redbus.in/bus-tickets/siliguri-to-ranaghat,Siliguri to Ranaghat
NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30:00,04:30:00,10h 00m,395.0,3.8,25,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,Siliguri to Krishnanagar (West Bengal)
Aradhana Travels,A/C Seater / Sleeper (2+1),19:05:00,05:30:00,10h 25m,713.0,3.6,24,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,Siliguri to Krishnanagar (West Bengal)
Rubi Paribahan,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:00:00,04:00:00,09h 00m,1499.0,4.7,20,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,Siliguri to Krishnanagar (West Bengal)
Easy Ride,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45:00,04:15:00,09h 30m,1500.0,4.5,26,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,Siliguri to Krishnanagar (West Bengal)
Lokenath Bus Service,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:30:00,05:00:00,08h 30m,1100.0,3.9,47,https://www.redbus.in/bus-tickets/siliguri-to-krishnanagar,Siliguri to Krishnanagar (West Bengal)
NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,14:10:00,06:30:00,16h 20m,571.0,2.8,22,https://www.redbus.in/bus-tickets/falakata-to-kolkata,Falakata (west bengal) to Kolkata
NBSTC-KOL-RAI-R1-20:30,NON A/C Seater Push Back (2+2),20:45:00,01:30:00,04h 45m,251.0,3.8,31,https://www.redbus.in/bus-tickets/kolkata-to-farakka,Kolkata to Farakka
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45:00,04:00:00,08h 15m,649.0,4.5,45,https://www.redbus.in/bus-tickets/kolkata-to-farakka,Kolkata to Farakka
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),20:00:00,04:00:00,08h 00m,650.0,4.3,49,https://www.redbus.in/bus-tickets/kolkata-to-farakka,Kolkata to Farakka
Rubi Paribahan,Volvo 9600 A/C Seater/Sleeper (2+1),20:30:00,02:30:00,06h 00m,649.0,3.9,45,https://www.redbus.in/bus-tickets/kolkata-to-farakka,Kolkata to Farakka
Poulami Paribahan,,17:30:00,00:45:00,07h 15m,900.0,4.1,0,https://www.redbus.in/bus-tickets/kolkata-to-farakka,Kolkata to Farakka
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),17:35:00,21:20:00,03h 45m,475.0,3.7,0,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,Siliguri to Raiganj
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),20:20:00,00:30:00,04h 10m,214.0,0.0,72,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,Siliguri to Raiganj
Aradhana Bus Service,A/C Seater / Sleeper (2+2),21:00:00,01:30:00,04h 30m,318.0,0.0,31,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,Siliguri to Raiganj
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),14:30:00,19:15:00,04h 45m,665.0,2.4,0,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,Siliguri to Raiganj
Lokenath Bus Service,,15:15:00,20:15:00,05h 00m,280.0,2.5,0,https://www.redbus.in/bus-tickets/siliguri-to-raiganj,Siliguri to Raiganj
NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),15:00:00,05:15:00,14h 15m,515.0,1.8,48,https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal,Kolkata to Dhupguri (West Bengal)
NBSTC-KOL-COB-R1-17:00,Non AC Seater 2+2,17:00:00,06:30:00,13h 30m,555.0,3.7,26,https://www.redbus.in/bus-tickets/kolkata-to-dhupguri-west-bengal,Kolkata to Dhupguri (West Bengal)
NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,14:10:00,21:00:00,06h 50m,302.0,2.4,0,https://www.redbus.in/bus-tickets/falakata-to-malda,Falakata (west bengal) to Malda
NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:50:00,03:19:00,07h 29m,302.0,2.4,28,https://www.redbus.in/bus-tickets/falakata-to-malda,Falakata (west bengal) to Malda
NBSTC-KOL-RAI-R1-20:30,NON A/C Seater Push Back (2+2),20:45:00,04:15:00,07h 30m,301.0,3.5,31,https://www.redbus.in/bus-tickets/kolkata-to-gazole,Kolkata to Gazole
Express Line,Volvo 9600 A/C Seater/Sleeper (2+1),19:45:00,04:45:00,09h 00m,649.0,4.9,57,https://www.redbus.in/bus-tickets/kolkata-to-gazole,Kolkata to Gazole
Rubi Paribahan,Volvo 9600 A/C Seater/Sleeper (2+1),20:30:00,03:30:00,07h 00m,649.0,5.0,45,https://www.redbus.in/bus-tickets/kolkata-to-gazole,Kolkata to Gazole
Poulami Paribahan,Volvo Multi-Axle A/C (2+2),17:30:00,02:20:00,08h 50m,1000.0,4.1,48,https://www.redbus.in/bus-tickets/kolkata-to-gazole,Kolkata to Gazole
New Dolphin Travels,A/C Seater / Sleeper (2+2),19:00:00,04:15:00,09h 15m,551.0,3.7,61,https://www.redbus.in/bus-tickets/kolkata-to-gazole,Kolkata to Gazole
NBSTC-BHP-COB-R1-18:30,Non AC Seater 2+2,18:30:00,05:30:00,11h 00m,412.0,4.2,29,https://www.redbus.in/bus-tickets/berhampore-to-falakata,Berhampore (West Bengal) to Falakata (west bengal)
Mohanta Travels,A/C Seater / Sleeper (2+2),21:00:00,05:00:00,08h 00m,361.0,3.5,20,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,Balurghat to Siliguri
Shree Krishna Travels,A/C Seater / Sleeper (2+2),21:10:00,04:30:00,07h 20m,299.0,2.7,46,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,Balurghat to Siliguri
Sankar Travels,A/C Seater / Sleeper (2+1),20:10:00,04:30:00,08h 20m,450.0,2.8,14,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,Balurghat to Siliguri
Gopal Travels,A/C Seater / Sleeper (2+2),20:30:00,04:00:00,07h 30m,250.0,1.1,65,https://www.redbus.in/bus-tickets/balurghat-to-siliguri,Balurghat to Siliguri
NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30:00,05:30:00,11h 00m,466.0,4.2,31,https://www.redbus.in/bus-tickets/siliguri-to-barasat-west-bengal,Siliguri to Barasat (West Bengal)
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),14:30:00,05:55:00,15h 25m,665.0,2.4,33,https://www.redbus.in/bus-tickets/siliguri-to-barasat-west-bengal,Siliguri to Barasat (West Bengal)
NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),15:00:00,05:00:00,14h 00m,500.0,4.4,48,https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal,Kolkata to Maynaguri (West Bengal)
NBSTC-KOL-COB-R1-17:00,Non AC Seater 2+2,17:00:00,06:00:00,13h 00m,538.0,4.4,26,https://www.redbus.in/bus-tickets/kolkata-to-maynaguri-west-bengal,Kolkata to Maynaguri (West Bengal)
NBSTC-KOL-RAI-R1-20:30,NON A/C Seater Push Back (2+2),20:45:00,05:15:00,08h 30m,323.0,3.4,31,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,Kolkata to Itahar (West Bengal)
Poulami Paribahan,Volvo Multi-Axle A/C (2+2),17:30:00,02:50:00,09h 20m,1000.0,4.1,48,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,Kolkata to Itahar (West Bengal)
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),16:45:00,03:15:00,10h 30m,713.0,2.4,39,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,Kolkata to Itahar (West Bengal)
Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),21:30:00,07:10:00,09h 40m,500.0,2.5,12,https://www.redbus.in/bus-tickets/kolkata-to-itahar-west-bengal,Kolkata to Itahar (West Bengal)
NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,13:30:00,03:30:00,14h 00m,516.0,3.7,22,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-krishnanagar,Cooch Behar (West Bengal) to Krishnanagar (West Bengal)
Mahaprabhu Travels,NON A/C Seater / Sleeper (2+2),15:30:00,07:00:00,15h 30m,635.0,2.1,44,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-krishnanagar,Cooch Behar (West Bengal) to Krishnanagar (West Bengal)
NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:00:00,06:00:00,11h 00m,405.0,3.7,28,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-omarpur-west-bengal,Cooch Behar (West Bengal) to Omarpur (West Bengal)
NBSTC-BHP-COB-R1-18:30,Non AC Seater 2+2,18:30:00,03:30:00,09h 00m,361.0,4.7,29,https://www.redbus.in/bus-tickets/berhampore-to-jalpaiguri,Berhampore (West Bengal) to Jalpaiguri
NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),10:30:00,16:30:00,06h 00m,197.0,2.2,0,https://www.redbus.in/bus-tickets/malda-to-siliguri,Malda to Siliguri
Aradhana Travels,A/C Seater / Sleeper (2+1),23:30:00,06:00:00,06h 30m,618.0,3.7,29,https://www.redbus.in/bus-tickets/malda-to-siliguri,Malda to Siliguri
Aradhana Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59:00,06:00:00,06h 01m,665.0,3.3,47,https://www.redbus.in/bus-tickets/malda-to-siliguri,Malda to Siliguri
Aradhana Travels,NON A/C Seater / Sleeper (2+2),23:59:00,07:30:00,07h 31m,380.0,2.0,33,https://www.redbus.in/bus-tickets/malda-to-siliguri,Malda to Siliguri
New Das Paribahan,NON A/C Seater / Sleeper (2+2),23:25:00,05:35:00,06h 10m,635.0,3.2,12,https://www.redbus.in/bus-tickets/malda-to-siliguri,Malda to Siliguri
NBSTC-RAI-KOL-R1-19:30,NON A/C Seater Push Back (2+2),20:30:00,05:15:00,08h 45m,278.0,3.3,35,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,Raiganj to Ranaghat
Lokenath Bus Service,NON A/C Seater / Sleeper (2+2),19:45:00,04:10:00,08h 25m,500.0,2.5,12,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,Raiganj to Ranaghat
Aradhana Bus Service,NON A/C Seater / Sleeper (2+2),19:15:00,03:10:00,07h 55m,665.0,2.4,33,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,Raiganj to Ranaghat
RAYAN,A/C Seater / Sleeper (2+1),21:15:00,05:30:00,08h 15m,650.0,1.1,55,https://www.redbus.in/bus-tickets/raiganj-to-ranaghat,Raiganj to Ranaghat
NBSTC-COB-BHP-R1-19:00,Non AC Seater 2+2,19:00:00,04:30:00,09h 30m,367.0,4.7,28,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-farakka,Cooch Behar (West Bengal) to Farakka
NBSTC-COB-FKT-SLG-06-15:30,Non AC Seater 2+2,15:30:00,19:00:00,03h 30m,119.0,1.9,0,https://www.redbus.in/bus-tickets/cooch-behar-west-bengal-to-siliguri,Cooch Behar (West Bengal) to Siliguri
Kareng Travels,Non AC Seater (2+1),11:30:00,16:45:00,05h 15m,380.0,4.1,0,https://www.redbus.in/bus-tickets/diphu-to-guwahati,Diphu to Guwahati
KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,17:45:00,06h 15m,361.0,4.4,0,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
Kareng Travels,A/C Seater (2+1),10:15:00,16:15:00,06h 00m,400.0,4.2,0,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
Kareng Travels,Non AC Seater (2+2),11:45:00,18:30:00,06h 45m,361.0,4.4,0,https://www.redbus.in/bus-tickets/guwahati-to-diphu,Guwahati to Diphu
Kareng Travels,Bharat Benz A/C Seater (2+1),11:15:00,16:00:00,04h 45m,300.0,4.4,0,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Bokolia (assam) to Guwahati
Kareng Travels,Non AC Seater (2+1),12:30:00,16:45:00,04h 15m,300.0,3.7,0,https://www.redbus.in/bus-tickets/bokolia-assam-to-guwahati,Bokolia (assam) to Guwahati
Kareng Travels,Bharat Benz A/C Seater (2+1),11:45:00,16:00:00,04h 15m,300.0,4.4,0,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Dokmoka to Guwahati
Kareng Travels,Non AC Seater (2+1),13:00:00,16:45:00,03h 45m,280.0,4.2,0,https://www.redbus.in/bus-tickets/dokmoka-to-guwahati,Dokmoka to Guwahati
KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,14:45:00,03h 15m,250.0,3.9,0,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
Kareng Travels,A/C Seater (2+1),10:15:00,14:00:00,03h 45m,300.0,4.5,0,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
Kareng Travels,Non AC Seater (2+2),11:45:00,16:00:00,04h 15m,266.0,4.4,0,https://www.redbus.in/bus-tickets/guwahati-to-dokmoka,Guwahati to Dokmoka
KAAC TRANSPORT - 157250,Non AC Seater 2+2,11:30:00,15:45:00,04h 15m,299.0,3.9,0,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
Kareng Travels,Non AC Seater (2+2),11:45:00,16:30:00,04h 45m,285.0,3.9,0,https://www.redbus.in/bus-tickets/guwahati-to-bokolia-assam,Guwahati to Bokolia (assam)
